tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,jpg_url,retweet_count,favorite_count,dog_breed,prediction_probability
877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,3473,21237,basset,0.995368
877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,4751,25655,Saluki,0.5099670000000001
877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,5090,25379,Pembroke,0.93112
876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,3039,19382,bloodhound,0.575751
876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,2162,17597,golden_retriever,0.874566
876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,4262,26218,Bernese_mountain_dog,0.534327
875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,3902,23580,Labrador_retriever,0.799551
875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,4483,20540,Siberian_husky,0.245048
875021211251597312,2017-06-14 16:04:48+00:00,12,10,,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,4318,23916,West_Highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,4233,26083,Labrador_retriever,0.836052
874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,3762,24431,cocker_spaniel,0.437216
874057562936811520,2017-06-12 00:15:36+00:00,12,10,,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,3644,21308,flat-coated_retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,9382,32188,Cardigan,0.806674
873580283840344065,2017-06-10 16:39:04+00:00,13,10,,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,3606,22746,Newfoundland,0.678537
873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1460,6720,vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31+00:00,12,10,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,4975,25609,Labrador_retriever,0.476913
872820683541237760,2017-06-08 14:20:41+00:00,13,10,,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3416,13850,pug,0.99912
872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,3347,19475,cocker_spaniel,0.513191
872486979161796608,2017-06-07 16:14:40+00:00,12,10,,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,8307,38342,Pembroke,0.931861
872122724285648897,2017-06-06 16:07:15+00:00,12,10,Kody,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,7443,32274,pug,0.06673630000000001
871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,10105,35401,Shetland_sheepdog,0.969171
871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,3212,19029,Labrador_retriever,0.921393
871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,3205,19001,komondor,0.974781
871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,3528,21429,kelpie,0.3980530000000001
870804317367881728,2017-06-03 00:48:22+00:00,11,10,,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,5706,31715,No Prediction,
870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,2437,11646,Pembroke,0.945495
870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,24478,78355,golden_retriever,0.841001
870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,3837,20686,Greater_Swiss_Mountain_dog,0.6227520000000001
870063196459192321,2017-05-31 23:43:25+00:00,14,10,Clifford,,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,7686,34480,No Prediction,
869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,9359,40206,Pembroke,0.980148
869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,5838,26673,Pembroke,0.993449
869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,2894,15084,Chihuahua,0.955156
869227993411051520,2017-05-29 16:24:37+00:00,13,10,Gizmo,,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,3497,19307,Pembroke,0.664181
868880397819494401,2017-05-28 17:23:24+00:00,14,10,Walter,,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,13388,61876,French_bulldog,0.0999839
868622495443632128,2017-05-28 00:18:35+00:00,13,10,,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,4915,25236,Labrador_retriever,0.868107
868552278524837888,2017-05-27 19:39:34+00:00,12,10,Cooper,,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1930,9545,whippet,0.378151
867900495410671616,2017-05-26 00:29:37+00:00,12,10,,,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,3884,22923,Labrador_retriever,0.522644
867774946302451713,2017-05-25 16:10:44+00:00,13,10,Harold,,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,6839,32172,Border_collie,0.661953
867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,2316,15230,Eskimo_dog,0.6164569999999999
867051520902168576,2017-05-23 16:16:06+00:00,13,10,,,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,7339,30565,Samoyed,0.471403
866686824827068416,2017-05-22 16:06:55+00:00,12,10,Lili,,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,3254,18302,flat-coated_retriever,0.51473
866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,32831,116036,French_bulldog,0.905334
866334964761202691,2017-05-21 16:48:45+00:00,12,10,Coco,,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,13302,49772,Samoyed,0.984086
865718153858494464,2017-05-19 23:57:46+00:00,13,10,Boomer,,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,5251,24382,golden_retriever,0.673664
865359393868664832,2017-05-19 00:12:11+00:00,13,10,Sammy,,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,4682,25147,Chesapeake_Bay_retriever,0.832435
865006731092295680,2017-05-18 00:50:50+00:00,13,10,Nelly,,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,7200,26644,Pembroke,0.989882
864873206498414592,2017-05-17 16:00:15+00:00,14,10,,,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,8130,30686,No Prediction,
864279568663928832,2017-05-16 00:41:21+00:00,12,10,Meatball,,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,2830,13867,bull_mastiff,0.668613
864197398364647424,2017-05-15 19:14:50+00:00,13,10,Paisley,,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,8295,28543,golden_retriever,0.945905
863907417377173506,2017-05-15 00:02:33+00:00,13,10,Albus,,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,3881,19614,No Prediction,
863553081350529029,2017-05-14 00:34:33+00:00,13,10,Neptune,,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,3926,14550,Eskimo_dog,0.41333
863432100342583297,2017-05-13 16:33:49+00:00,12,10,Belle,,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,4930,22662,Staffordshire_bullterrier,0.690517
863079547188785154,2017-05-12 17:12:53+00:00,14,10,,,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,1041,8364,Lakeland_terrier,0.275242
863062471531167744,2017-05-12 16:05:02+00:00,13,10,Quinn,,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2282,8058,French_bulldog,0.935804
862831371563274240,2017-05-12 00:46:44+00:00,13,10,Zooey,,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,4843,18301,Australian_terrier,0.207281
862722525377298433,2017-05-11 17:34:13+00:00,11,10,Dave,,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,3324,16326,basset,0.39333
862457590147678208,2017-05-11 00:01:27+00:00,13,10,Jersey,,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,4638,19513,No Prediction,
862096992088072192,2017-05-10 00:08:34+00:00,13,10,,,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,21771,70851,chow,0.677589
861383897657036800,2017-05-08 00:54:59+00:00,13,10,Hobbes,,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,10084,34453,Cardigan,0.771008
861288531465048066,2017-05-07 18:36:02+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,3902,16402,Bouvier_des_Flandres,0.0826102
861005113778896900,2017-05-06 23:49:50+00:00,12,10,Burt,,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,3595,15952,German_shepherd,0.507951
860563773140209665,2017-05-05 18:36:06+00:00,13,10,Lorenzo,,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,2022,7163,Cardigan,0.583936
860524505164394496,2017-05-05 16:00:04+00:00,13,10,Carl,,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,5012,22624,Bedlington_terrier,0.286558
860276583193509888,2017-05-04 23:34:55+00:00,12,10,Jordy,,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,3316,17584,No Prediction,
860184849394610176,2017-05-04 17:30:24+00:00,14,10,,,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,5522,15971,No Prediction,
859924526012018688,2017-05-04 00:15:58+00:00,12,10,Milky,,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,3881,18759,French_bulldog,0.254587
859851578198683649,2017-05-03 19:26:06+00:00,13,10,Trooper,,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,3322,14791,Labrador_retriever,0.899086
859607811541651456,2017-05-03 03:17:27+00:00,13,10,,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1486,17848,golden_retriever,0.8955290000000001
859196978902773760,2017-05-02 00:04:57+00:00,12,10,quite,,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,28566,86077,malamute,0.216163
859074603037188101,2017-05-01 15:58:40+00:00,13,10,,,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,12931,32439,No Prediction,
858843525470990336,2017-05-01 00:40:27+00:00,13,10,,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,3309,14985,golden_retriever,0.57812
858471635011153920,2017-04-30 00:02:42+00:00,13,10,Sophie,,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,4618,20684,Pembroke,0.987407
858107933456039936,2017-04-28 23:57:28+00:00,12,10,Wyatt,,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,2761,15146,golden_retriever,0.863874
857989990357356544,2017-04-28 16:08:49+00:00,12,10,Rosie,,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,2474,15483,French_bulldog,0.43258
857746408056729600,2017-04-28 00:00:54+00:00,13,10,Thor,,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,10119,32975,Labrador_retriever,0.919832
857393404942143489,2017-04-27 00:38:11+00:00,13,10,,,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,1569,5670,malamute,0.8415969999999999
857263160327368704,2017-04-26 16:00:39+00:00,13,10,Oscar,,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,4310,19321,Samoyed,0.998021
857029823797047296,2017-04-26 00:33:27+00:00,12,10,Zeke,,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,3801,18177,golden_retriever,0.968623
856543823941562368,2017-04-24 16:22:16+00:00,12,10,Callie,,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,2762,15753,Boston_bull,0.30691
856526610513747968,2017-04-24 15:13:52+00:00,14,10,,,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1796,11467,Old_English_sheepdog,0.798481
856282028240666624,2017-04-23 23:01:59+00:00,14,10,Cermet,,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,6027,26805,Chihuahua,0.8765430000000001
855851453814013952,2017-04-22 18:31:02+00:00,13,10,,"doggo, puppo",https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,17299,44288,flat-coated_retriever,0.321676
855459453768019968,2017-04-21 16:33:22+00:00,12,10,quite,,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,7902,28892,Blenheim_spaniel,0.389513
854732716440526848,2017-04-19 16:25:34+00:00,12,10,Marlee,,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,5844,22074,Pembroke,0.6955479999999999
854482394044301312,2017-04-18 23:50:52+00:00,13,10,Arya,,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,6619,28438,Chihuahua,0.26024200000000003
854365224396361728,2017-04-18 16:05:17+00:00,13,10,Einstein,,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,4525,18354,Pembroke,0.90708
854120357044912130,2017-04-17 23:52:16+00:00,14,10,,pupper,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,7198,31105,black-and-tan_coonhound,0.8548610000000001
854010172552949760,2017-04-17 16:34:26+00:00,11,10,,"doggo, floofer",https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,3048,15786,English_springer,0.354733
853760880890318849,2017-04-17 00:03:50+00:00,12,10,Alice,,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,5552,27805,miniature_pinscher,0.29251900000000003
853639147608842240,2017-04-16 16:00:07+00:00,13,10,,,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,9714,33754,German_shepherd,0.509879
853299958564483072,2017-04-15 17:32:18+00:00,13,10,Rumpole,,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,3451,15098,No Prediction,
852912242202992640,2017-04-14 15:51:39+00:00,12,10,Benny,,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1758,8808,Great_Dane,0.7837649999999999
852672615818899456,2017-04-13 23:59:28+00:00,12,10,Aspen,,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,2097,14552,golden_retriever,0.7112350000000001
852553447878664193,2017-04-13 16:05:56+00:00,13,10,Jarod,,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,3372,15909,bloodhound,0.186498
